company_name,address,city,state,zip,phone,website,email
Aurora Kennel,149 Foothill Rd,Bound Brook,NJ,8805,,,
Camp Bow Wow Bridgewater / Basking Ridge Dog Boarding And Daycare,10W Chimney Rock Road,Bridgewater,NJ,8807,,,
Burjan's Kennels & Game Farm,524 OLD YORK RD,Flemington,NJ,8822,,,
Carriage House Kennels,142 Barbertown Point Breeze Rd,Frenchtown,NJ,8825,,,
Aladdin Kennels,202 Van Syckels Rd,Hampton,NJ,8827,,,
Club Canine Pet Resort,1111 State Route 31,Lebanon,NJ,8833,,,
Barkingham Palace,383 MAIN ST,Metuchen,NJ,8840,,,
Cats Only Inn,134 HILLSBOROUGH RD,Hillsborough,NJ,8844,,,
Camp Bow Wow Middlesex / Piscataway Dog Boarding And Daycare,288 Lincoln Blvd,Middlesex,NJ,8846,,,
Glynmoir Kennels,225 Spring Garden Rd,Milford,NJ,8848,,,
Bay Street Pet Suite Hotel,999 Bay St,Staten Island,NY,10305,,,
Camp Bow Wow Staten Island / Nyc Dog Boarding And Doggy Daycare,4707 Arthur Kill Rd.,Staten Island,NY,10309,,,
All Star Kennel Ltd,4030 Victory Boulevard,Staten Island,NY,10314,,,
Happy Days Kennels,1395 RTE 6,Carmel,NY,10512,,,
Gracelane Kennels,46 Grace Ln,Ossining,NY,10562,,,
Canine Country Resort,221 Craigville Rd,Goshen,NY,10924,,,
Royalty Resorts For Pets,285 Maple Ave,Goshen,NY,10924,,,
Buff Harris Kennels & Grooming,7 Mineral Springs Rd,Highland Mills,NY,10930,,,
Dakola Kennels & Cattery,560 North St,Middletown,NY,10940,,,
Animal House In The Village,12 Railroad Ave,Warwick,NY,10990,,,
Mumpitz Kennels & Cattery,56 Toleman Rd,Washingtonville,NY,10992,,,
Milestone Kennel,2448 County Route 1,Westtown,NY,10998,,,
Cattitude Bed & Breakfast For Pets,173 Lefferts Ave,Brooklyn,NY,11225,,,
Grooming Suite,539 WESTBURY AVE,Carle Place,NY,11514,,,
International Kennel Club,2039 Hempstead Tpke,East Meadow,NY,11554,,,
Hewlett Animal Hospital & Pet Resort,1225 BROADWAY,Hewlett,NY,11557,,,
Malibu Kennels,61 Sunrise Hwy,Merrick,NY,11566,,,
Fido Fitness Club,910 Railroad Avenue,Woodmere,NY,11598,,,
K9clubhouse Dog Hotel,358 Little East Neck Rd,West Babylon,NY,11704,,,
Fun Time Home Boarding,1543 Manatuck Blvd,Bay Shore,NY,11706,,,
Snow Drift Kennels,95 Montauk Hwy,Blue Point,NY,11715,,,
Moreland's Beagle Kennels,500 Commack Rd,Commack,NY,11725,,,
Deer Hills Boarding & Grooming,708 LONG ISLAND AVE,Deer Park,NY,11729,,,
Pet Zone Spa & Resort,313 Larkfield Rd,East Northport,NY,11731,,,
Janal Kennels,266 Broadway Greenlawn,Huntington,NY,11743,,,
Ny Kennel Club,543 Main St,Islip,NY,11751,,,
Quail Run Kennel,126 Peconic Ave,Medford,NY,11763,,,
Petite Pets Daycare,141 MEDFORD AVE,Patchogue,NY,11772,,,
Tail Waggers Of Sayville Boarding Grooming Puppies,243 W Main St,Sayville,NY,11782,,,
The Doggie Playhouse,76 Swamp Rd,East Hampton,NY,11937,,,
Sportsman Kennels,75 Schultz Rd,Manorville,NY,11949,,,
Smitty's Kennels,103 Currans Rd,Middle Island,NY,11953,,,
East End Kennels,49 Tanners Neck Ln,Westhampton,NY,11977,,,
Acres Meadowdale Animal Inn,1143 Meadowdale Rd,Altamont,NY,12009,,,
Altamont Country Kennel,220 BRANDLE RD,Altamont,NY,12009,,,
Tagar's Boarding Kennel,300 Truax Rd,Amsterdam,NY,12010,,,
Anthony's Dog Grooming & Boarding Kennels,327 Division St,Amsterdam,NY,12010,,,
Amsterdam Dog Training & Boarding,589 Ft Hunter Rd,Amsterdam,NY,12010,,,
Hagen's Hilltop Kennels,779 Touareuna Rd,Amsterdam,NY,12010,,,
Burnt Hills Boarding Kennel,290 Lake Hill Rd,Burnt Hills,NY,12027,,,
Tuckerbrooke Kennels,1288 Simons Rd,Castleton On Hudson,NY,12033,,,
Kuhls Kennels,318 GARNSEY RD,Delanson,NY,12053,,,
Deer Run Kennels & Feed Store,473 Miller Rd,East Greenbush,NY,12061,,,
Delta Pond Kennels Canine & Feline Boarding And Recuperation,183 Horse Heaven Rd,East Nassau,NY,12062,,,
Pondviews Country Kennels,48 Pondview Way,East Nassau,NY,12062,,,
Pet Lodge Of Clifton Park,1868 Route 9,Clifton Park,NY,12065,,,
Taravale Farm & Kennel,1165 Esperance Rd,Esperance,NY,12066,,,
Cornells Cat Boarding,764 ROUTE 9W,Glenmont,NY,12077,,,
Hannacroix Kennels,47 KREITMEIR RD,Hannacroix,NY,12087,,,
Pet Lodge At The Albany,11 TERMINAL DR,Latham,NY,12110,,,
House Of Dogs,364 Troy Schenectady Rd,Latham,NY,12110,,,
Merry Lynn Kennels,250 N POLE RD,Melrose,NY,12121,,,
Kripple Kreek Training & Boarding,247 Avenue of the Stars,North Blenheim,NY,12131,,,
Dater Hill Boarding Kennel,433 Dater Hill Rd,Troy,NY,12180,,,
Supernal Pet Motel,480 Hudson River Rd,Waterford,NY,12188,,,
Weston Boarding Kennels,133 County Route 412,Westerlo,NY,12193,,,
Leatherstocking Kennel,171 Skellie Rd,Worcester,NY,12197,,,
Barking Boutique & Doggie Daycare,98 Everett Rd #4,Albany,NY,12205,,,
Sunnyside Veterinary Hospital & Kennel,36 Freemans Bridge Rd,Schenectady,NY,12302,,,
Pet Lodge Of Glenville,53 Freemans Bridge Rd,Schenectady,NY,12302,,,
Emerald Acres Pet Motel,1197 Mariaville Rd,Schenectady,NY,12306,,,
Woodstock Kennels,195 Morey Hill Rd,Kingston,NY,12401,,,
Woodland Doggie Inn,170 lawrence hill road,Accord,NY,12404,,,
Rondout Valley Kennels,4628 US Highway 209,Accord,NY,12404,,,
Main Stay Kennels,461 Route 385,Catskill,NY,12414,,,
Dawn's Dog Boarding,261 Upper Samsonville Rd,Olivebridge,NY,12461,,,
Toni's Boarding Kennel,161 N Montgomery Hollow Rd,Roxbury,NY,12474,,,
Canine Country Club,3539 Route 32,Saugerties,NY,12477,,,
Siam Kennels,59 Siam Rd,Windham,NY,12496,,,
Holiday Tyme Pet Hotel,311 Route 292,Holmes,NY,12531,,,
Sobaka Kennels,190 Lockwood Rd,Hudson,NY,12534,,,
Paradice Kennels,8 Silver Fox Ln,Hyde Park,NY,12538,,,
Ledgewood Boarding Kennels Ltd,639 Smithfield Rd,Millerton,NY,12546,,,
Crawford Kennels The,381 Bullville Rd,Montgomery,NY,12549,,,
Hudson Valley Pet Resort,309 S Plank Rd,Newburgh,NY,12550,,,
Fra-sha Kennels,40 S Putt Corners Rd,New Paltz,NY,12561,,,
Shi-kita 24 Hr Kennel & Stable,345 Drexel Dr,Pine Bush,NY,12566,,,
Patty's Pet Palace,57 Old Albany Post Rd,Rhinebeck,NY,12572,,,
Aireway Dog & Cat Resort,1 Creamery Rd,Stanfordville,NY,12581,,,
Affordable Grooming & Boarding,57 Pheasant Hollow Ln,Wallkill,NY,12589,,,
Rock Ridge Kennels,89 Rock Ridge Dr,Monticello,NY,12701,,,
Dog Mountain Lodge,482 County Road 116,Cochecton,NY,12726,,,
C & M Kennel,5296 State Route 52,Jeffersonville,NY,12748,,,
Myne Training & Boarding,511 Pleasant Valley Rd,Argyle,NY,12809,,,
Bailey's Bed & Biscuit,568 CLARK RD,Gansevoort,NY,12831,,,
Adirondack Pet Lodge,5 Kaycee Loop Rd,Plattsburgh,NY,12901,,,
Phantom Farm Boarding Kennel,61 Bell Rd,Chazy,NY,12921,,,
Country Rhoades Kennels,868 Creek Rd,Crown Point,NY,12928,,,
Pet Palace Kennel,551 County Route 42,Fort Covington,NY,12937,,,
Deerwood Kennels,612 Dugway Rd,Keeseville,NY,12944,,,
Grandpaws Bed & Biscuit,2608 Turnpike Rd,Auburn,NY,13021,,,
Cady's Kennels,2640 Turnpike Rd,Auburn,NY,13021,,,
Chestnut Ridge Boarding Kennel,7246 Chestnut Ridge Rd,Auburn,NY,13021,,,
Cicero Kennels,7587 State Route 31,Bridgeport,NY,13030,,,
Camillus Hills Pet Lodge,2744 W Genesee Tpke,Camillus,NY,13031,,,
Blue Ribbon Kennels,7133 Sutherland Dr,Canastota,NY,13032,,,
Kountry Kennels,3262 Emerick Rd,Cato,NY,13033,,,
Puppy Pals Pet Grooming & Boarding,298 US Route 11,Central Square,NY,13036,,,
Hill Top Canine Boarding,2554 State Route 215,Cortland,NY,13045,,,
K-9 Kamp Dog Daycare,228 Bridge St,East Syracuse,NY,13057,,,
Freeville Dog Kennel & Cattery,642 Wood Rd,Freeville,NY,13068,,,
Ling Kennels,211 County Route 8,Fulton,NY,13069,,,
Boarding Barn,853 Auburn Rd,Groton,NY,13073,,,
Tlc Kennels,595 Harris Hill Rd,Hannibal,NY,13074,,,
Ed's Dog Walking,8 Morgan Dr,Homer,NY,13077,,,
Lafayette Kennels,3033 US Route 11,La Fayette,NY,13084,,,
Pet Village,652 Old Liverpool Road,Liverpool,NY,13088,,,
Cass A Roo Pet Lodge,2915 Gulf Rd,Manlius,NY,13104,,,
Onondaga Kennel Association,2971 Ridge Rd,Manlius,NY,13104,,,
Hatszel Kennels,100 Distin Road,Oswego,NY,13126,,,
K-9 Grooming & Pet Motel,2452 County Route 7,Oswego,NY,13126,,,
Ann Margarete's Kennel,23 Oneida River Rd,Pennellville,NY,13132,,,
Applewood Boarding Kennels,164 Frank Lacy Rd,Pulaski,NY,13142,,,
Lords Hill Kennel,2254 State Route 80,Tully,NY,13159,,,
Reigning Dogs & Cats Boarding Kennel,1703 State Route 318,Waterloo,NY,13165,,,
Deercreek K-9 Camp,10606 State Route 34,Weedsport,NY,13166,,,
Onondaga Hill Pet Boarding,5092 Velasko Rd,Syracuse,NY,13215,,,
Misty Meadows Pet Boarding Kennels,252 Wheeler Rd,Altmar,NY,13302,,,
Breezy Acres Boarding Kennel,1999 County Highway 16,Burlington Flats,NY,13315,,,
Mossy Creek Kennel,469 Barringer Rd,Cherry Valley,NY,13320,,,
Paw Prints Pet Boarding,208 Grandview Ave,Frankfort,NY,13340,,,
Brandy Keg Kennel,749 Ball Rd,Frankfort,NY,13340,,,
Holland Kennels,8718 Old River Rd,Marcy,NY,13403,,,
Paws Inn,5878 Fearon Rd,Munnsville,NY,13409,,,
Country Hound Kennels & Pet Supplies,6004 Valley Mills Rd,Munnsville,NY,13409,,,
Casey's Kennel,205 Clinton Rd,New Hartford,NY,13413,,,
Lisa's Pet Palace,311 N George St,Rome,NY,13440,,,
Hillside Kennels,20757 Hadcock Rd,Watertown,NY,13601,,,
Four Paws Pet Motel,372 E Kirby St,Dexter,NY,13634,,,
Tug Hill Kennels,22390 County Route 189,Lorraine,NY,13659,,,
Cathy's Clip & Groom & Boarding,542 County Route 46,Massena,NY,13662,,,
Tails A Wagin Boarding Kennels,17 Bromaghin Rd,Ogdensburg,NY,13669,,,
Mcpherson Boarding Kennel,38172 Ore Bed Rd,Philadelphia,NY,13673,,,
Sedora Kennels,332 Airport Rd,Endicott,NY,13760,,,
English's Riverview Boarding,109 English Lane,Greene,NY,13778,,,
Chenango Valley Kennels,280 Hattie Clark Rd,Greene,NY,13778,,,
Ostrander Kennels,16 Ostrander Blvd,Hancock,NY,13783,,,
Stone Meadow Kennel,810 E Maine Rd,Johnson City,NY,13790,,,
All Paws Inn,9 Laurel St.,Johnson City,NY,13790,,,
Skyline Kennels,279 Grange Hall Rd,Kirkwood,NY,13795,,,
Pleasant Valley Kennels,5367 State Route 38,Newark Valley,NY,13811,,,
Rocky Top Pet Grooming & Boarding,197 Ballou Rd,Owego,NY,13827,,,
Flanagan's Midnite Kennel,343 Preston Center Rd,Oxford,NY,13830,,,
Uhrbabe Kennels,612 Pleasant Hill Rd,Port Crane,NY,13833,,,
Hannalore Kennels,15673 County Highway 23,Unadilla,NY,13849,,,
Waggin Master Boarding Kennel,3040 Vestal Rd,Vestal,NY,13850,,,
Solar Myst Kennel,489 Bunn Hill Rd,Vestal,NY,13850,,,
Quality Care Kennels & Grooming,792 Milks Rd,Binghamton,NY,13903,,,
Amsel Training Kennels,5149 Crittenden Rd,Akron,NY,14001,,,
Kist Mi Kennels,1226 Chaffee Rd,Arcade,NY,14009,,,
Dog Crazy Daycare & Spa,1 Mill St,Batavia,NY,14020,,,
Belhaven Kennels,4098 S Main Street Rd,Batavia,NY,14020,,,
Beds N Bones Kennel,8870 Wortendyke Rd,Batavia,NY,14020,,,
J & J Horse Boarding & Dog Kennels,746 Broadway,Darien Center,NY,14040,,,
Julie's Pet Palace,5287 Van Buren Rd,Dunkirk,NY,14048,,,
Amherst Boarding Kennel,4650 Millersport Hwy,East Amherst,NY,14051,,,
East Concord Canine Retreat,11416 Springville Boston Rd,East Concord,NY,14055,,,
Sunnycrest Boarding Kennels,8991 Gowanda State Rd,Eden,NY,14057,,,
Waynewood Kennels,121 Pound Road,Elma,NY,14059,(205) 397-3197,,
Jamison Acres Boarding & Training Kennels,1128 Jamison Rd,Elma,NY,14059,,,
Fort Hyde Kennels,8513 Ridge Rd,Gasport,NY,14067,,,
Heatherstone Kennels,2070 Grand Island Blvd,Grand Island,NY,14072,,,
Island Pet Lodge,2120 Alvin,Grand Island,NY,14072,,,
Sundance Kennels,2875 Lakeview Rd,Hamburg,NY,14075,,,
Canine Capers Dog Daycare Center,5310 Southwestern Blvd,Hamburg,NY,14075,,,
Happy Tails Dog Daycare,36 Central Ave,Lancaster,NY,14086,,,
Pooch Palace,5860 South Transit Road,Lockport,NY,14094,,,
Boulevard Kennels,3349 Niagara Falls Blvd,North Tonawanda,NY,14120,,,
Eagle Ridge Kennels,7081 Ellicott Rd,Orchard Park,NY,14127,,,
Epic Blue Acres Boarding & Rescue,2011 Balmer Rd,Ransomville,NY,14131,,,
Camp Bow Wow Tonawanda Dog Daycare & Boarding,231 Grand Island Blvd.,Tonawanda,NY,14150,,,
Fisher&s Friends Dog Daycare,2171 Kensington Ave,Buffalo,NY,14226,,,
Debbies Doghouse & Pet Palace,6677 Walmore Rd,Niagara Falls,NY,14304,,,
Niagara Kennels,7920 E Britton Dr,Niagara Falls,NY,14304,,,
Olde Dogge Inn,14472 Ridge Rd W,Albion,NY,14411,,,
Colonial Boarding Kennels,1437 Beadle Rd,Brockport,NY,14420,,,
Cedar Knoll Kennels,4154 State Route 64,Canandaigua,NY,14424,,,
P K's Kennel,1341 Bankert Rd,Clifton Springs,NY,14432,,,
Ceasars' Pet Palace,110 Elm St,Geneva,NY,14456,,,
Moondance Kennels,2728 Church Rd,Hamlin,NY,14464,,,
Doggie Daze Inn,1259 Lawrence Rd,Hilton,NY,14468,,,
K-9 Training & Boarding,224 Payne Beach Rd,Hilton,NY,14468,,,
Ebb Tide Kennels And Stables,16787 Ridge Rd,Holley,NY,14470,,,
Dog Holiday Kennel,5588 Wood Rd,Holley,NY,14470,,,
Tail Waggers Kennel,1383 Wayneport Rd,Macedon,NY,14502,,,
Hi Tor Pet Resort,560 Basset Rd,Naples,NY,14512,,,
Moon Shadows Boarding Kennel And Kattery,11284 Lyman Rd,North Rose,NY,14516,,,
Pet Lodge,1853 Flat St,Penn Yan,NY,14527,,,
Rider's K-9 Kamp,4160 Fred Taylor Rd,Penn Yan,NY,14527,,,
Ranchanna Kennels,139 Rush West Rush Rd,Rush,NY,14543,,,
Gentle Timbers Boarding & Grooming Kennel,5039 State Route 247,Rushville,NY,14544,,,
Phil-mar Kennels,841 Maxwell Rd,Rushville,NY,14544,,,
Cobblestone Kennels,5893 S Geneva Rd,Sodus,NY,14551,,,
Baldhill Boarding Kennel,6397 S Old Bald Hill Rd,Springwater,NY,14560,,,
Hilane Kennels,7196 Lane Rd,Victor,NY,14564,,,
Creekside Resort,2150 Sherburne Rd,Walworth,NY,14568,,,
Black Creek Kennel,3472 Ontario Center Rd,Walworth,NY,14568,,,
Moonvalley Kennels & K-9b & B,2831 Sawdust Rd,Wayland,NY,14572,,,
O'shay's Poodle Salon & Boarding Kennel,1607 Ridge Rd,Webster,NY,14580,,,
Northwind Kennels,468 Basket Rd,Webster,NY,14580,,,
Dun Travlin Ranch & Kennels,3601 Shepherd Rd,Williamson,NY,14589,,,
Four Paws Inn,5546 Van Lare Rd,Williamson,NY,14589,,,
Merryway Kennels,6787 Dodson Rd,Wyoming,NY,14591,,,
Puppy Love Dog Grooming: Boarding Available,1171 Lee Rd,Rochester,NY,14606,,,
Genesee Valley Kennel Club,32 Friel Rd,Rochester,NY,14623,,,
Animal Inn Pet Resort At Stoney Pointe,3999 Buffalo Rd,Rochester,NY,14624,,,
The Gingerbread Dog House,105 Falconer St.,Jamestown,NY,14701,,,
K C Kennels Boarding & Day,1404 Forest Avenue Ext,Jamestown,NY,14701,,,
Vanearden's Kennels,9394 Brownell Rd,Clymer,NY,14724,,,
Tlc Pet Kennel & Pet Grooming,1014 Oak Hill Rd,Frewsburg,NY,14738,,,
Woodcrest Kennel,9370 Sawmill Run Rd,Little Valley,NY,14755,,,
Countryside Kennels,6808 Bliss Rd,Mayville,NY,14757,,,
Howl-iday River Inn,3125 W River Rd,Olean,NY,14760,,,
Happy Tails Boarding Kennel,271 Panama Bear Lake Rd,Panama,NY,14767,,,
Saint C Kennels,1015 Butternut Brook Rd,Portville,NY,14770,,,
Creekside Boarding,8122 Minton Rd,Westfield,NY,14787,,,
Blue Jay Kennels Brown,1477 Brown Hollow Rd,Corning,NY,14830,,,
Gray's Country Kennel,4661 Roloson Rd,Corning,NY,14830,,,
Carol's Park Station Boarding Kennel,298 Park Station Rd,Erin,NY,14838,,,
Doreen's Pooch Palace,228 Madison Ave,Hornell,NY,14843,,,
Highland Farms Boarding Kennel,168 W Miller Rd,Ithaca,NY,14850,,,
Almost Home Dog Boarding,1931 Hanshaw Rd.,Ithaca,NY,14850,,,
Tlc Kennels,4827 Clair Rd,Millport,NY,14864,,,
Pine City Boarding Kennel,15 Lewis Rd,Pine City,NY,14871,,,
Sangary Kennels,2870 Chase Rd,Rock Stream,NY,14878,,,
Kountry Kuzins Kritter Kennel,4722 State Route 14A,Rock Stream,NY,14878,,,
Linda's Hearth And Home Cat And Dog Boarding,36 McCoy Street,Savona,NY,14879,,,
Mud Creek Kennels,7350 Myers Rd,Savona,NY,14879,,,
Red Maple Boarding Kennels,372 Sabin Road,Spencer,NY,14883,,,
Spencer Boarding Kennels,70 Finkenbinder Rd,Spencer,NY,14883,,,
Pony Express Kennels,528 Main St.,Waverly,NY,14892,,,
Valley View Kennels,320 Crane Rd,Elmira,NY,14901,,,
Town And Country Kennels,2016 Lake Rd,Elmira,NY,14903,,,
Harlane Kennels,120 Alpine St,Aliquippa,PA,15001,,,
Cluny Kennels,4433 State Route 151,Aliquippa,PA,15001,,,
E J's Boarding Kennel,3040 OLD DARLINGTON RD,Beaver Falls,PA,15010,,,
Big Beaver Kennels,6966 Big Beaver Blvd,Beaver Falls,PA,15010,,,
Hickory Creek Kennels,900 Alpine Rd,Bridgeville,PA,15017,,,
Dog-gone Barn Kennels,104 Lazy w Ln,Cheswick,PA,15024,,,
Brizes Boarding Kennel,5839 Brizes Ln,Elizabeth,PA,15037,,,
Lucky Paws Pet Resort,2273 Lovi Road,Freedom,PA,15042,,,
Paws Here Awhile Pet Resort,316 Noll Rd,Georgetown,PA,15043,,,
A Tender Touch Dog House,5037 William Flynn Hwy,Gibsonia,PA,15044,,,
Ataboy Kennels,5526 Lakeside Dr,Gibsonia,PA,15044,,,
Camp Haven Kennels,1907 Route 2023,Monongahela,PA,15063,,,
Fluff & Stuff Kennel,13 SPRING LN,Tarentum,PA,15084,,,
Bradford Hills Pet Hotel,13055 Perry Hwy,Wexford,PA,15090,,,
Groomingdale's Country Kennels,2941 Hickory St,Allison Park,PA,15101,,,
An-bert Boarding Kennels,141 Mcmichael Rd,Carnegie,PA,15106,,,
Kim's Dog House In,1743 E Railroad St,Heidelberg,PA,15106,,,
Airport Boarding Kennel,755 Boggs School Rd,Coraopolis,PA,15108,,,
An Inn On Rippling Run,2457 Rochester Rd,Sewickley,PA,15143,,,
Bow Wow Meow Pet Resort,311 hulton road,Verona,PA,15147,,,
Camp Bow Wow Doggy Daycare & Boarding,710 Trumbull Dr.,Pittsburgh,PA,15205,,,
Camp Bow Wow North Pittsburgh Dog Daycare And Boarding,2327 Babcock Blvd.,Pittsburgh,PA,15209,,,
Doglogic Doggie Daycare,1405 Saw Mill Run Blvd,Pittsburgh,PA,15210,,,
Kennel Klub,109 Dewalt Ave,Pittsburgh,PA,15227,,,
Kathy's Kennel,3404 Route 40,Washington,PA,15301,,,
Adams Boarding Kennels,810 Moore Rd,Washington,PA,15301,,,
Guten Morgen Kennels,126 Lindley Rd,Canonsburg,PA,15317,,,
Rivendell Kennel,156 N Spring Valley Rd,Canonsburg,PA,15317,,,
South Sunset Beach Boarding Kennels,1158 S Sunset Beach Rd,Claysville,PA,15323,,,
Season's Kennel,544 Rural Valley Rd,Claysville,PA,15323,,,
Greymor Kennel,26 Green Valley Rd,Eighty Four,PA,15330,,,
Carriage Hill Kennels,11 Carriage Hill Ln,Finleyville,PA,15332,,,
Kritter Kuts & Kennels,594 Crucible Rd,Rices Landing,PA,15357,,,
Sterling Paws Pet Resort,517 Garrett Rd,Scenery Hill,PA,15360,,,
Papa Bear's Doggy Den,469 Hill Schoolhouse rd,Waynesburg,PA,15370,,,
Kris' Doggle Den,1202 Memorial Blvd,Connellsville,PA,15425,,,
Twin Cedar's Bed & Biscuit,101 Rices Landing Rd,East Millsboro,PA,15433,,,
Happy Paws Pet Resort,1622 Georges Fairchance Rd,Smithfield,PA,15478,,,
Mart L's Dog House,428 E Main St #2,Somerset,PA,15501,,,
Cherry Run Boarding Kennel,653 Cherry Run Rd,Bedford,PA,15522,,,
Stonycreek Kennels,1010 Brotherton Rd,Berlin,PA,15530,,,
C B Kennels,450 Coleman Station Rd,Friedens,PA,15541,,,
Stone Haven Kennels,830 Romesberg Rd,Hyndman,PA,15545,,,
Happy Hill's Kennel,110 Mustang Ln,Greensburg,PA,15601,,,
Patty's Family Pet Inn,213 WOLFE NURSERY RD,Greensburg,PA,15601,,,
Kenmar Kennels,1512 Washington Rd,Apollo,PA,15613,,,
Carney Richard Kennels & Grooming,541 Flat Rock Rd,Apollo,PA,15613,,,
Hoffman Boarding Kennels,285 Cloverleaf Dr,Delmont,PA,15626,,,
Just Like Home Boarding Kennel,301 Mnr Harrison City Rd,Harrison City,PA,15636,,,
Carwen's Grooming & Boarding,101 Buttermilk Hollow Rd,Irwin,PA,15642,,,
Bigfoot Kennel,116 Bigfoot Ln,Latrobe,PA,15650,,,
Treeline Creek Kennels,116 Bigfoot Ln,Latrobe,PA,15650,,,
Sun Valley Kennel,1277 Latrobe Crabtree Rd,Latrobe,PA,15650,,,
Bingo's Pet Palace,313 W MONROE ST,Latrobe,PA,15650,,,
Hungry Hollow Hounds Kennel,1571 Hungry Hollow Rd,Leechburg,PA,15656,,,
Mar-ken-el Boarding Kennel,218 Victoria Way,Leechburg,PA,15656,,,
Poor Man's Mountain Kennels,117 LABRADOR DR,Ligonier,PA,15658,,,
Double Hydrant Kennel,142 AIRPORT RD,Mount Pleasant,PA,15666,,,
Hickory Grove Kennels,359 Rhododendron Dr,New Alexandria,PA,15670,,,
Cozy Inn Pet Resort,405 HAUGER HOOD RD,Stallstown,PA,15687,,,
Yellow Creek Kennel,230 Spence Rd,Indiana,PA,15701,,,
Connie Winters Kennels,395 Winterfield Rd,Indiana,PA,15701,,,
Copper Creek Kennel,1170 Barr Slope Rd,Clymer,PA,15728,,,
Wilderness Boarding Kennel,119 State St,Punxsutawney,PA,15767,,,
Burkett's Country Kennels,220 Bell Dr,Punxsutawney,PA,15767,,,
On Point Kennel,303 W Spruce Aly,Du Bois,PA,15801,,,
Country Lane Kennels,206 Evergreen Dr,Ridgway,PA,15853,,,
Shady Maple Kennels,387 Evergreen Dr,Ridgway,PA,15853,,,
Benzinger Game Farm & Boarding,294 Pheasant Hill Rd,Saint Marys,PA,15857,,,
Willie's Bed & Breakfast,422 West Creek Rd #B,Saint Marys,PA,15857,,,
Vip Kennel At The Alattas,1573 Rasselas Rd,Wilcox,PA,15870,,,
Pet Zone Inn,316 State St,Johnstown,PA,15905,,,
Dog Gallery Boarding,213 N Main St,Davidsville,PA,15928,,,
Pooch's Palace,320 E Campus Ave,Davidsville,PA,15928,,,
Wilson Kennels,305 Winterset Rd,Ebensburg,PA,15931,,,
Davidsville Pet Resort,512 Old Ridge Rd,Hollsopple,PA,15935,,,
Ivory Meadow Pet Lodge,795 Fairview Ave,Sidman,PA,15955,,,
Shawn's Country Kennels,127 Bopp Ln,Summerhill,PA,15958,,,
Don-a-shirl Pet Motel,537 Krayn Rd,Windber,PA,15963,,,
Barnyard Kennels,537 Beaver Dam Rd,Butler,PA,16001,,,
Doubletree Farm Boarding Kennels,430 LEASUREVILLE RD,Cabot,PA,16023,,,
J C Kennels,1157 Prospect Rd,Evans City,PA,16033,,,
South 8 Boarding Kennels,558 Old Route 8,Harrisville,PA,16038,,,
Brickyard Kennels,114 Dicicco Ln,Mars,PA,16046,,,
French's Four Paws Inn,409 PFEIFER RD,Prospect,PA,16052,,,
Summit Kennel Of Sarver,138 Doyle Rd,Sarver,PA,16055,,,
Gumpp's Comfort Kennel,191 GUMPP DR,Slippery Rock,PA,16057,,,
Old West Kennels,3908 William Flynn Hwy,Slippery Rock,PA,16057,,,
Bed & Biscuit Boarding Kennel,1204 Bowden Rd,New Castle,PA,16105,,,
Heidabrandt Kennels,275 Ridge Rd,Darlington,PA,16115,,,
Grandview Kennels,2336 Grandview Rd,Ellwood City,PA,16117,,,
Dutch Lane Kennel,665 Coolspring Church Rd,Mercer,PA,16137,,,
Red Woof Inn Boarding Kennels,499 Pulaski Mercer Rd,New Wilmington,PA,16142,,,
Fanning Farm And Dog Camp,1704 Jackson Center Polk Rd,Stoneboro,PA,16153,,,
Winterwood Kennels,1032 Glade Run Rd,Kittanning,PA,16201,,,
Dee-o-gee Boarding Kennel,10383 State Route 85,Kittanning,PA,16201,,,
Walnut Grove Boarding Kennels,1082 Glade Run Rd,Kittanning,PA,16201,,,
Trillium Boarding Kennels,140 Yeany Ln,Mayport,PA,16240,,,
Forest Kennel,1885 Paint Mills Rd,Shippenville,PA,16254,,,
Pineway Boarding Kennels,644 Kiser Wagner Rd,Shippenville,PA,16254,,,
Chop A Line Kennel,15352 rt 68,Sligo,PA,16255,,,
Christi's Kennels,2351 Fisher Rd,Strattanville,PA,16258,,,
Tlc Pet Resort,1372 Pittsburgh Rd,Franklin,PA,16323,,,
Bradley's Boarding & Grooming Kennels,1641 Keely Rd,Franklin,PA,16323,,,
Lively Lane Kennels Boarding & Doggie Day-care,6424 US 322,Franklin,PA,16323,,,
Maxfield Pet Resort,8048 Perry Hwy,Meadville,PA,16335,,,
Ki-ki Kennels,2622 Daugherty Run Rd,Warren,PA,16365,,,
Pampered Pet Grooming & Boarding Kennel,668 Follett Run Rd,Warren,PA,16365,,,
Shoalwater Kennel,14182 Locke Rd,Conneautville,PA,16406,,,
Four Paws Boarding Kennel,4152 Fisher Rd,Conneautville,PA,16406,,,
Abby's Pet Resort,7733 W Ridge Rd,Fairview,PA,16415,,,
Country Liv'n Kennels,8983 Neuburger Rd,Fairview,PA,16415,,,
